incident_id,source_text_path,output_json_path,provider,model,extracted,extracted_at,valid,validation_errors,error,raw_response_path
eb-643-anadarko-13-dec-2019,data/raw/bsee/text/eb-643-anadarko-13-dec-2019.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb-643-anadarko-13-dec-2019.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:44:35.371755+00:00,True,,,
eb-643-anadarko-21-sep-2015,data/raw/bsee/text/eb-643-anadarko-21-sep-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb-643-anadarko-21-sep-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:44:56.368154+00:00,True,,,
eb-690-16-jan-2016,data/raw/bsee/text/eb-690-16-jan-2016.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb-690-16-jan-2016.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:45:14.532382+00:00,True,,,
eb-945-exxon-mobil-03-dec-2015,data/raw/bsee/text/eb-945-exxon-mobil-03-dec-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb-945-exxon-mobil-03-dec-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:45:26.964085+00:00,True,,,
eb110-fieldwood-10-aug-2017,data/raw/bsee/text/eb110-fieldwood-10-aug-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb110-fieldwood-10-aug-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:46:01.224438+00:00,True,,,
eb20602-a2020anadarko202021-may-2025,data/raw/bsee/text/eb20602-a2020anadarko202021-may-2025.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/eb20602-a2020anadarko202021-may-2025.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:46:34.491511+00:00,True,,,
ec-172-fieldwood-30-jul-2014,data/raw/bsee/text/ec-172-fieldwood-30-jul-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec-172-fieldwood-30-jul-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:46:50.492029+00:00,True,,,
ec-321-a-w-and-t-offshore-25-oct-2014,data/raw/bsee/text/ec-321-a-w-and-t-offshore-25-oct-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec-321-a-w-and-t-offshore-25-oct-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:47:05.277076+00:00,True,,,
ec-321-w-t-offshore-17-jun-2014,data/raw/bsee/text/ec-321-w-t-offshore-17-jun-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec-321-w-t-offshore-17-jun-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:47:24.188011+00:00,True,,,
ec-328-b-arena-offshore-23-jun-2014,data/raw/bsee/text/ec-328-b-arena-offshore-23-jun-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec-328-b-arena-offshore-23-jun-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:47:58.083702+00:00,True,,,
ec-346-energy-resources-technology-21-feb-2015,data/raw/bsee/text/ec-346-energy-resources-technology-21-feb-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec-346-energy-resources-technology-21-feb-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:48:13.962791+00:00,True,,,
ec207120ecop2025-may-2023,data/raw/bsee/text/ec207120ecop2025-may-2023.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ec207120ecop2025-may-2023.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:48:36.673902+00:00,True,,,
ei-100-arena-13-sep-2014,data/raw/bsee/text/ei-100-arena-13-sep-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-100-arena-13-sep-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:48:53.060078+00:00,True,,,
ei-100-arena-offshore-01-mar-2014,data/raw/bsee/text/ei-100-arena-offshore-01-mar-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-100-arena-offshore-01-mar-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:49:07.754273+00:00,True,,,
ei-11-h-contango-19-oct-2017,data/raw/bsee/text/ei-11-h-contango-19-oct-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-11-h-contango-19-oct-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:49:24.379068+00:00,True,,,
ei-208j-ankor-energy-llc-14-feb-2014,data/raw/bsee/text/ei-208j-ankor-energy-llc-14-feb-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-208j-ankor-energy-llc-14-feb-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:49:46.149272+00:00,True,,,
ei-257-cox-operating-08aug19,data/raw/bsee/text/ei-257-cox-operating-08aug19.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-257-cox-operating-08aug19.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:50:00.840184+00:00,True,,,
ei-259-cox-operating-21-oct-2020,data/raw/bsee/text/ei-259-cox-operating-21-oct-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-259-cox-operating-21-oct-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:50:23.668604+00:00,True,,,
ei-259c-epl-06-apr-2015,data/raw/bsee/text/ei-259c-epl-06-apr-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-259c-epl-06-apr-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:50:40.426726+00:00,True,,,
ei-276c-union-oil-05-jun-2014,data/raw/bsee/text/ei-276c-union-oil-05-jun-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-276c-union-oil-05-jun-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:50:51.547115+00:00,True,,,
ei-314-arena-18-jan-2016,data/raw/bsee/text/ei-314-arena-18-jan-2016.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-314-arena-18-jan-2016.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:51:08.585469+00:00,True,,,
ei-338-arena-28-apr-2017,data/raw/bsee/text/ei-338-arena-28-apr-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-338-arena-28-apr-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:51:27.569973+00:00,True,,,
ei-355-a-fieldwood-energy-01-oct-2014,data/raw/bsee/text/ei-355-a-fieldwood-energy-01-oct-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-355-a-fieldwood-energy-01-oct-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:51:51.600469+00:00,True,,,
ei-360-cox-operating-09-dec-2021,data/raw/bsee/text/ei-360-cox-operating-09-dec-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-360-cox-operating-09-dec-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:52:14.389229+00:00,True,,,
ei-360c-cox-operating-16-mar-2021,data/raw/bsee/text/ei-360c-cox-operating-16-mar-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-360c-cox-operating-16-mar-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:52:41.062214+00:00,True,,,
ei-360e-cox-operating-12-feb-2021,data/raw/bsee/text/ei-360e-cox-operating-12-feb-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-360e-cox-operating-12-feb-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:53:06.108299+00:00,True,,,
ei-361-cox-operating-26-sep-2020,data/raw/bsee/text/ei-361-cox-operating-26-sep-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-361-cox-operating-26-sep-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:53:20.438418+00:00,True,,,
ei-53-fieldwood-energy-14-feb-2019,data/raw/bsee/text/ei-53-fieldwood-energy-14-feb-2019.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei-53-fieldwood-energy-14-feb-2019.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:53:38.555318+00:00,True,,,
ei100-20july2019-arena,data/raw/bsee/text/ei100-20july2019-arena.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei100-20july2019-arena.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:53:53.011151+00:00,True,,,
ei120-fieldwood-11feb2019,data/raw/bsee/text/ei120-fieldwood-11feb2019.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei120-fieldwood-11feb2019.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:54:12.602899+00:00,True,,,
ei20158jb_apache_21-sep-2023,data/raw/bsee/text/ei20158jb_apache_21-sep-2023.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei20158jb_apache_21-sep-2023.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:54:38.727090+00:00,True,,,
ei20252i_arena_20-aug-2023,data/raw/bsee/text/ei20252i_arena_20-aug-2023.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei20252i_arena_20-aug-2023.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:55:02.602242+00:00,True,,,
ei2025920white20fleet2003_oct_2025,data/raw/bsee/text/ei2025920white20fleet2003_oct_2025.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei2025920white20fleet2003_oct_2025.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:55:23.345717+00:00,True,,,
ei20259c_cox_13-oct-2023_ev2010r,data/raw/bsee/text/ei20259c_cox_13-oct-2023_ev2010r.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei20259c_cox_13-oct-2023_ev2010r.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:55:44.351817+00:00,True,,,
ei2030720guardian2017_mar_2025,data/raw/bsee/text/ei2030720guardian2017_mar_2025.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei2030720guardian2017_mar_2025.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:56:10.590983+00:00,True,,,
ei208-ankor-12apr2018,data/raw/bsee/text/ei208-ankor-12apr2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei208-ankor-12apr2018.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:56:30.068407+00:00,True,,,
ei238-arena-19-jan-2020-redacted,data/raw/bsee/text/ei238-arena-19-jan-2020-redacted.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei238-arena-19-jan-2020-redacted.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:56:45.996566+00:00,True,,,
ei251-arena-25-aug-2017,data/raw/bsee/text/ei251-arena-25-aug-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei251-arena-25-aug-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:56:58.854492+00:00,True,,,
ei252-arena-16-jan-2020,data/raw/bsee/text/ei252-arena-16-jan-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei252-arena-16-jan-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:57:22.830133+00:00,True,,,
ei314-arena-24-sep-2018,data/raw/bsee/text/ei314-arena-24-sep-2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei314-arena-24-sep-2018.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:57:33.927128+00:00,True,,,
ei361-cox-02-feb-2018,data/raw/bsee/text/ei361-cox-02-feb-2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei361-cox-02-feb-2018.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:57:58.010754+00:00,True,,,
ei53-fieldwood-16-apr-2018,data/raw/bsee/text/ei53-fieldwood-16-apr-2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ei53-fieldwood-16-apr-2018.json,schema_v2_3,claude-sonnet-4-20250514,True,2026-02-20T08:58:22.250973+00:00,True,,,
ev2010r20-20gb20215,data/raw/bsee/text/ev2010r20-20gb20215.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ev2010r20-20gb20215.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:58:39.162964+00:00,True,,,
ev2010r20-20mc20773,data/raw/bsee/text/ev2010r20-20mc20773.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ev2010r20-20mc20773.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T08:59:08.780327+00:00,True,,,
ev2010r20-20vr2038,data/raw/bsee/text/ev2010r20-20vr2038.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ev2010r20-20vr2038.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:00:01.989128+00:00,True,,,
ev2010r20-20wr20249,data/raw/bsee/text/ev2010r20-20wr20249.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ev2010r20-20wr20249.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:00:43.661192+00:00,True,,,
ew-1003a-enven-energy-09-apr-2014,data/raw/bsee/text/ew-1003a-enven-energy-09-apr-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew-1003a-enven-energy-09-apr-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:00:59.180105+00:00,True,,,
ew-305-talos-energy-27-apr-2020,data/raw/bsee/text/ew-305-talos-energy-27-apr-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew-305-talos-energy-27-apr-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:01:17.272273+00:00,True,,,
ew-873-enven-16-nov-2020,data/raw/bsee/text/ew-873-enven-16-nov-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew-873-enven-16-nov-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:01:41.658545+00:00,True,,,
ew-910a-h-and-p-11-mar-2015,data/raw/bsee/text/ew-910a-h-and-p-11-mar-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew-910a-h-and-p-11-mar-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:01:59.577548+00:00,True,,,
ew-921-eni-2-feb-2020,data/raw/bsee/text/ew-921-eni-2-feb-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew-921-eni-2-feb-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:02:28.706353+00:00,True,,,
ew834-walter-26nov2017-v2,data/raw/bsee/text/ew834-walter-26nov2017-v2.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew834-walter-26nov2017-v2.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:02:52.759945+00:00,True,,,
ew_873_enven_03-mar-2022,data/raw/bsee/text/ew_873_enven_03-mar-2022.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ew_873_enven_03-mar-2022.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:03:17.794083+00:00,True,,,
fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022,data/raw/bsee/text/fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:04:03.330729+00:00,True,,,
final-sanitized-acc-inc-report-15-nov-2016,data/raw/bsee/text/final-sanitized-acc-inc-report-15-nov-2016.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/final-sanitized-acc-inc-report-15-nov-2016.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:04:33.040283+00:00,True,,,
g01083-energy-xxi-03-march-2019,data/raw/bsee/text/g01083-energy-xxi-03-march-2019.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/g01083-energy-xxi-03-march-2019.json,schema_v2_3,claude-sonnet-4-20250514,True,2026-02-20T09:06:12.876749+00:00,True,,,
ga20a20244-jp20williams20oil20gathering2007-feb-2024,data/raw/bsee/text/ga20a20244-jp20williams20oil20gathering2007-feb-2024.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/ga20a20244-jp20williams20oil20gathering2007-feb-2024.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:06:48.305481+00:00,True,,,
gb-128-shell-18-nov-2014,data/raw/bsee/text/gb-128-shell-18-nov-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-128-shell-18-nov-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:06:59.423912+00:00,True,,,
gb-128-shell-19-sep-2017,data/raw/bsee/text/gb-128-shell-19-sep-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-128-shell-19-sep-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:07:16.151679+00:00,True,,,
gb-128-shell-8-nov-2017,data/raw/bsee/text/gb-128-shell-8-nov-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-128-shell-8-nov-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:08:02.043795+00:00,True,,,
gb-161-mcmoran-14-mar-2018,data/raw/bsee/text/gb-161-mcmoran-14-mar-2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-161-mcmoran-14-mar-2018.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:08:22.842273+00:00,True,,,
gb-172-10oct21,data/raw/bsee/text/gb-172-10oct21.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-172-10oct21.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:08:40.755929+00:00,True,,,
gb-172-b-shell-offshore-29-jun-2015,data/raw/bsee/text/gb-172-b-shell-offshore-29-jun-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-172-b-shell-offshore-29-jun-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:09:01.322414+00:00,True,,,
gb-213-apache-deepwater-23-may-2014,data/raw/bsee/text/gb-213-apache-deepwater-23-may-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-213-apache-deepwater-23-may-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:09:21.460134+00:00,True,,,
gb-216-hess-corporation-19-may-2022,data/raw/bsee/text/gb-216-hess-corporation-19-may-2022.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-216-hess-corporation-19-may-2022.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:09:48.568318+00:00,True,,,
gb-216_tranocean_21-apr-2023,data/raw/bsee/text/gb-216_tranocean_21-apr-2023.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-216_tranocean_21-apr-2023.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:10:10.214495+00:00,True,,,
gb-260-hess-4-feb-2021,data/raw/bsee/text/gb-260-hess-4-feb-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-260-hess-4-feb-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:10:26.654625+00:00,True,,,
gb-426-31mar19-sanitized-2010,data/raw/bsee/text/gb-426-31mar19-sanitized-2010.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426-31mar19-sanitized-2010.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:10:37.962961+00:00,True,,,
gb-426-a-shell-offshore-inc-19-feb-2014,data/raw/bsee/text/gb-426-a-shell-offshore-inc-19-feb-2014.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426-a-shell-offshore-inc-19-feb-2014.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:10:56.839384+00:00,True,,,
gb-426-shell-03-apr-2021,data/raw/bsee/text/gb-426-shell-03-apr-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426-shell-03-apr-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:11:23.004822+00:00,True,,,
gb-426-shell-25-apr-2016,data/raw/bsee/text/gb-426-shell-25-apr-2016.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426-shell-25-apr-2016.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:11:44.722430+00:00,True,,,
gb-426-shell-offshore-10-dec-2021,data/raw/bsee/text/gb-426-shell-offshore-10-dec-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426-shell-offshore-10-dec-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:12:17.835189+00:00,True,,,
gb-426_shell_offshore_14-apr-2022,data/raw/bsee/text/gb-426_shell_offshore_14-apr-2022.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426_shell_offshore_14-apr-2022.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:12:41.830643+00:00,True,,,
gb-426a-shell-offshore-23-nov-2021,data/raw/bsee/text/gb-426a-shell-offshore-23-nov-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-426a-shell-offshore-23-nov-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:13:02.395310+00:00,True,,,
gb-427-shell-25-jun-2018,data/raw/bsee/text/gb-427-shell-25-jun-2018.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-427-shell-25-jun-2018.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:13:22.513124+00:00,True,,,
gb-427-shell-29-may-2017,data/raw/bsee/text/gb-427-shell-29-may-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-427-shell-29-may-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:13:44.839337+00:00,True,,,
gb-427-shell-offshore-10-jan-2021,data/raw/bsee/text/gb-427-shell-offshore-10-jan-2021.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-427-shell-offshore-10-jan-2021.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:14:07.365529+00:00,True,,,
gb-427-shell-offshore-28-sep-2020,data/raw/bsee/text/gb-427-shell-offshore-28-sep-2020.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-427-shell-offshore-28-sep-2020.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:14:23.136833+00:00,True,,,
gb-427-shell-offshore-7-jun-2017,data/raw/bsee/text/gb-427-shell-offshore-7-jun-2017.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-427-shell-offshore-7-jun-2017.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:14:44.645809+00:00,True,,,
gb-506_talos_20-mar-2024_ev2010r,data/raw/bsee/text/gb-506_talos_20-mar-2024_ev2010r.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-506_talos_20-mar-2024_ev2010r.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:15:01.709202+00:00,True,,,
gb-958-cobalt-rowan-reliance-23-mar-2015,data/raw/bsee/text/gb-958-cobalt-rowan-reliance-23-mar-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-958-cobalt-rowan-reliance-23-mar-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:15:32.700881+00:00,True,,,
gb-962-28mar21,data/raw/bsee/text/gb-962-28mar21.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-962-28mar21.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:16:04.476686+00:00,True,,,
gb-978-chevron-28-oct-2015,data/raw/bsee/text/gb-978-chevron-28-oct-2015.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb-978-chevron-28-oct-2015.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:16:43.168529+00:00,True,,,
gb1003-18sep20,data/raw/bsee/text/gb1003-18sep20.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb1003-18sep20.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:16:59.333797+00:00,True,,,
gb128-2feb2020-shell-2010-7july2020-redacted,data/raw/bsee/text/gb128-2feb2020-shell-2010-7july2020-redacted.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb128-2feb2020-shell-2010-7july2020-redacted.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:17:23.686601+00:00,True,,,
gb2025920hess2002-jun-2025,data/raw/bsee/text/gb2025920hess2002-jun-2025.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb2025920hess2002-jun-2025.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:17:44.336224+00:00,True,,,
gb2066820anadarko2015-nov-2024,data/raw/bsee/text/gb2066820anadarko2015-nov-2024.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb2066820anadarko2015-nov-2024.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:18:04.771534+00:00,True,,,
gb2095920shell2003-aug-2025_0,data/raw/bsee/text/gb2095920shell2003-aug-2025_0.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb2095920shell2003-aug-2025_0.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:18:24.121391+00:00,True,,,
gb491-kosmos-energy-22-nov-2019,data/raw/bsee/text/gb491-kosmos-energy-22-nov-2019.txt,data/structured/incidents/raw/anthropic_bsee_canonical_526/schema_v2_3/gb491-kosmos-energy-22-nov-2019.json,schema_v2_3,claude-haiku-4-5-20251001,True,2026-02-20T09:18:45.236986+00:00,True,,,
